,content
59,"['hills', 'fallsmelodious', 'made', 'pretty', 'belt', 'morning', 'cold', 'thy', 'posies', 'purest', 'flowers', 'birds', 'slippers', 'upon', 'rosesand', 'feed', 'may', 'shepherds', 'prove', 'fair', 'amber', 'madrigals', 'pull', 'gown', 'delights', 'thee', 'pleasures', 'seeing', 'buckles', 'buds', 'sit', 'straw', 'love', 'beds', 'finest', 'shallow', 'lined', 'lambs', 'delight', 'leaves', 'woods', 'groves', 'fragrant', 'kirtleembroidered', 'thousand', 'fields', 'gold', 'coral', 'move', 'dance', 'yields', 'singfor', 'ivy', 'rivers', 'valleys', 'flocks', 'cap', 'rocks', 'swains', 'myrtle', 'come', 'whose', 'woolwhich', 'studs', 'mind', 'sing', 'clasps', 'shall', 'mountain', 'steepy', 'make', 'live']"
60,"['roses', 'adorned', 'expectation', 'gentle', 'begot', 'groundtheir', 'bed', 'aged', 'plenteous', 'wide', 'softly', 'lovely', 'breed', 'honour', 'see', 'shone', 'face', 'fits', 'purely', 'low', 'lend', 'never', 'ever', 'old', 'ringthrough', 'featurebeseeming', 'knights', 'billows', 'london', 'wait', 'oft', 'source', 'top', 'still', 'streaming', 'heavenly', 'field', 'late', 'dreadful', 'fairer', 'arms', 'sweetest', 'daisy', 'saw', 'nature', 'ran', 'near', 'side', 'lodge', 'endless', 'hairin', 'peer', 'sweet', 'hopes', 'lightly', 'bred', 'trim', 'speak', 'came', 'country', 'house', 'rutty', 'harms', 'freed', 'faulty', 'loose', 'hourdoth', 'joys', 'promiseth', 'seed', 'echo', 'queen', 'confound', 'fowl', 'wonder', 'thy', 'triumphs', 'pacing', 'cynthia', 'light', 'tempes', 'foul', 'vainof', 'play', 'slow', 'englands', 'afflict', 'goodly', 'would', 'lest', 'first', 'leda', 'wellold', 'lead', 'maidens', 'whereas', 'haste', 'loves', 'delayhot', 'closes', 'hercules', 'birds', 'may', 'gained', 'sort', 'fresh', 'want', 'brain', 'dwell', 'painted', 'gave', 'full', 'strew', 'board', 'contentof', 'delight', 'fill', 'assoil', 'spirit', 'drewgreat', 'rest', 'sure', 'threw', 'high', 'feels', 'gathered', 'back', 'lawyers', 'making', 'featouslythe', 'ended', 'studious', 'silken', 'make', 'two', 'mead', 'excelthe', 'golden', 'peace', 'lay', 'mightsoil', 'place', 'fruitful', 'bowersthere', 'primrose', 'stately', 'guilefor', 'thine', 'thames', 'weedthe', 'stalks', 'sight', 'fragrant', 'quelling', 'worlds', 'stream', 'one', 'daughters', 'whose', 'heavens', 'along', 'hearts', 'store', 'kindly', 'lifes', 'doth', 'stayin', 'afford', 'twins', 'array', 'appear', 'seemed', 'stars', 'fly', 'twain', 'bride', 'ease', 'graceof', 'team', 'let', 'lord', 'bade', 'pindus', 'glory', 'attend', 'neardid', 'waves', 'descended', 'idle', 'stature', 'waters', 'alarms', 'pride', 'radiant', 'upon', 'fillest', 'foes', 'viewing', 'amazed', 'templar', 'hesper', 'enranged', 'bowers', 'somers', 'victorious', 'bower', 'glister', 'painalong', 'bricky', 'branch', 'seem', 'thunder', 'train', 'draw', 'brave', 'aroundto', 'plumes', 'nurse', 'deck', 'pairwhich', 'whilom', 'bright', 'happiness', 'found', 'thessaly', 'virtue', 'floor', 'spareto', 'name', 'care', 'pass', 'ensuing', 'espy', 'awaylike', 'cropt', 'bare', 'bridal', 'day', 'rather', 'white', 'snow', 'abound', 'stood', 'accord', 'snowy', 'dwellgan', 'tide', 'gems', 'wedding', 'titans', 'angels', 'th', 'meanwhile', 'end', 'brides', 'mar', 'baldric', 'following', 'flower', 'dislike', 'singto', 'though', 'neighbour', 'next', 'pleasant', 'befor', 'walked', 'merry', 'bank', 'made', 'song', 'service', 'locks', 'beams', 'shadows', 'issue', 'curiously', 'bathed', 'wondering', 'ye', 'murmured', 'hems', 'broad', 'victory', 'foreign', 'river', 'dainty', 'ages', 'lovers', 'run', 'resound', 'say', 'take', 'lilies', 'joy', 'every', 'chamber', 'towers', 'unto', 'blessed', 'violet', 'peneus', 'ornament', 'lesser', 'sky', 'quake', 'nymphs', 'appointed', 'lee', 'joyous', 'earth', 'crystal', 'little', 'sense', 'redoundupon', 'world', 'meadow', 'chaste', 'rivers', 'fruitless', 'yield', 'jove', 'happy', 'calm', 'odours', 'brideagainst', 'steadfast', 'tongue', 'virgin', 'whereunto', 'born', 'fit', 'friendless', 'tellagainst', 'discontent', 'removeall', 'chivalry', 'length', 'water', 'feathers', 'prepared', 'freshest', 'thocean', 'glorious', 'complement', 'blue', 'airsweet', 'muse', 'garlands', 'silver', 'yet', 'princes', 'woes', 'pillars', 'well', 'basket', 'scattered', 'season', 'venus', 'decayed', 'spain', 'seentwo', 'blissful', 'swans', 'seemto', 'affection', 'till', 'elisas', 'true', 'ornaments', 'long', 'show', 'pleasures', 'ah', 'therewithal', 'shew', 'far', 'trembling', 'fine', 'thereby', 'crowned', 'swan', 'flasket', 'thou', 'received', 'said', 'vermeil', 'grew', 'pallid', 'flood', 'tender', 'therein', 'even', 'fear', 'flowers', 'eyes', 'whilst', 'wicker', 'england', 'fame', 'fair', 'great', 'entrailed', 'presenting', 'heart', 'gifts', 'noble', 'stands', 'plenty', 'zephyrus', 'greenish', 'flock', 'fingers', 'lily', 'foreheads', 'meads', 'brood', 'undersong', 'empty', 'bound', 'best', 'sullen', 'forth', 'redoubled', 'son', 'shore', 'crown', 'wet', 'issuing', 'variable', 'nothing', 'ride', 'untied', 'another', 'breathing', 'hath', 'evening', 'glad', 'bridegrooms', 'like', 'posiesagainst', 'adown', 'bide', 'filled', 'sing', 'wont', 'swimming', 'deemthem', 'twigs', 'friendships', 'case', 'standing', 'floating', 'accents', 'lacked', 'chanced', 'open', 'earthly', 'namethat', 'heat', 'wit', 'signs', 'native', 'huecome', 'prowess', 'beauties', 'love', 'baskets', 'paramours', 'court', 'eftsoons', 'fowls', 'whiter', 'smile', 'ancient', 'shendthe']"
61,"['roses', 'disgrace', 'yclad', 'begot', 'thenotbut', 'rejoyse', 'wanton', 'blemishe', 'gelliflowres', 'wonted', 'gasping', 'soone', 'laye', 'delights', 'thee', 'see', 'face', 'singe', 'hobbinollnor', 'thing', 'rayne', 'whome', 'match', 'raunged', 'rennes', 'colins', 'ever', 'way', 'thirst', 'eye', 'grassie', 'bredde', 'coronall', 'amaze', 'younglings', 'cowslips', 'april', 'heavenly', 'follie', 'princesse', 'brightnesse', 'forswatt', 'dayly', 'without', 'olives', 'heare', 'thenotand', 'longe', 'kingcups', 'breede', 'dame', 'paramoures', 'come', 'bathe', 'fyrye', 'alone', 'foolish', 'forcing', 'race', 'thy', 'among', 'forlorne', 'selfe', 'starte', 'cynthia', 'us', 'shepheardes', 'none', 'thys', 'yeven', 'play', 'shrowded', 'lo', 'daunce', 'pawnce', 'shoure', 'dasht', 'apace', 'bellibone', 'pan', 'tressed', 'graze', 'lake', 'whereas', 'plaine', 'trimly', 'loves', 'lewdly', 'greete', 'finely', 'may', 'excellent', 'shepherds', 'niobe', 'dwell', 'scorne', 'rest', 'principall', 'elisa', 'meriment', 'princely', 'making', 'haveour', 'hold', 'set', 'depart', 'make', 'hye', 'sexe', 'payne', 'golden', 'peace', 'belowe', 'overthrowe', 'ditties', 'place', 'prove', 'certe', 'shewe', 'beames', 'ne', 'adorne', 'ytorne', 'wight', 'thine', 'greene', 'damaske', 'outwent', 'sight', 'violines', 'rose', 'dauncen', 'broade', 'wounded', 'skill', 'one', 'daughters', 'braunches', 'deffly', 'goddesse', 'chaunged', 'hedde', 'rudeness', 'broke', 'gird', 'aray', 'brest', 'makes', 'lovd', 'shade', 'bent', 'doth', 'bayleaves', 'thenots', 'plongd', 'daughter', 'draweth', 'troupes', 'te', 'parnasse', 'lively', 'dight', 'hence', 'mynd', 'ermines', 'shalbe', 'durst', 'nymph', 'dooth', 'watry', 'forsake', 'let', 'shall', 'soundes', 'lady', 'gether', 'waters', 'shee', 'upon', 'sunne', 'quenche', 'tearesadowne', 'greeneembellish', 'instrument', 'art', 'faste', 'caren', 'wars', 'whilome', 'purple', 'yeare', 'fall', 'plight', 'waste', 'bright', 'soote', 'beares', 'lace', 'bus', 'bene', 'kenst', 'glenne', 'either', 'grace', 'doe', 'pipe', 'weare', 'beauty', 'care', 'southerne', 'heede', 'sweetely', 'chase', 'songs', 'queene', 'damsines', 'stone', 'seene', 'pretie', 'whych', 'madding', 'hobbinolls', 'thristye', 'looke', 'syrinx', 'white', 'againe', 'sweete', 'compare', 'greater', 'latonaes', 'smart', 'purchase', 'shepheards', 'comparewith', 'scarlot', 'echeone', 'yblent', 'excell', 'floweth', 'daffadillies', 'surcease', 'pinching', 'blotte', 'wherein', 'spotte', 'request', 'fillets', 'shines', 'strowe', 'taking', 'widdowes', 'sawe', 'showe', 'ground', 'seemely', 'gaze', 'feare', 'virgo', 'thenotwhat', 'starres', 'made', 'wolfe', 'song', 'trickling', 'tell', 'singen', 'finesse', 'sops', 'warning', 'cannot', 'rayes', 'locks', 'thrust', 'rosalind', 'teare', 'ys', 'brooke', 'bowres', 'ye', 'graces', 'furrowes', 'hand', 'chloris', 'dea', 'daintie', 'lot', 'troubled', 'fyll', 'cremosin', 'sorow', 'boy', 'lamb', 'deare', 'pincke', 'cullambine', 'take', 'spredde', 'ph', 'tawdrie', 'close', 'good', 'unto', 'blessed', 'violet', 'forswonck', 'binde', 'eliza', 'blusht', 'coronations', 'nymphs', 'worthy', 'night', 'ladies', 'cryen', 'joye', 'albee', 'majestie', 'homeward', 'nowe', 'little', 'bring', 'quenching', 'emblemeo', 'foote', 'mayden', 'naught', 'mortall', 'lament', 'eke', 'ryse', 'fon', 'brydle', 'delice', 'praise', 'cheeke', 'offer', 'trace', 'loved', 'bay', 'displayes', 'blaze', 'depeincten', 'wylfully', 'wine', 'boye', 'daffadowndillies', 'abasht', 'frenne', 'silver', 'thanke', 'mone', 'forsweare', 'yet', 'attempred', 'woes', 'hobbinollcontented', 'chere', 'well', 'tuned', 'ladde', 'god', 'swayne', 'forbearehis', 'beare', 'virgins', 'darte', 'long', 'ah', 'owne', 'coronet', 'goe', 'daylight', 'damsells', 'fourth', 'lambes', 'thou', 'hobbinolltell', 'behight', 'frend', 'hobbinollcolin', 'reigne', 'tender', 'decked', 'even', 'pittie', 'calliope', 'oe', 'flockes', 'whiles', 'doeth', 'quam', 'eyes', 'whither', 'gyfts', 'angelick', 'great', 'wants', 'thenot', 'al', 'bagpype', 'chiefest', 'heart', 'dayntye', 'royall', 'thilk', 'deadly', 'winne', 'primroses', 'olive', 'learned', 'spring', 'hobbinoll', 'yfere', 'sprong', 'modest', 'memorem', 'hys', 'speede', 'layeof', 'chevisaunce', 'hether', 'whence', 'betweene', 'garres', 'dare', 'lillies', 'another', 'pray', 'mourne', 'sits', 'ladyes', 'pleasaunt', 'hath', 'muche', 'bevie', 'like', 'dam', 'seede', 'milkwhite', 'medled', 'sing', 'recorde', 'redde', 'stremes', 'muses', 'helicon', 'heaven', 'head', 'part', 'rowme', 'love', 'florish', 'fayre', 'flowre', 'hobbinollsicker', 'proud', 'worne', 'twincling', 'helpe', 'lasse', 'rowe']"
62,"['percy', 'yclad', 'mighty', 'rayse', 'gynst', 'emong', 'dead', 'delighten', 'backe', 'aloft', 'soone', 'demaundes', 'honour', 'thee', 'clowne', 'chace', 'praysen', 'whome', 'pyped', 'ever', 'old', 'eye', 'knights', 'power', 'corage', 'coupe', 'slackt', 'crowne', 'plutoes', 'better', 'sownde', 'wrapt', 'buskin', 'piersabandon', 'stoupe', 'kidde', 'dayly', 'youth', 'string', 'heare', 'byrds', 'fayne', 'tyranne', 'poets', 'willes', 'tom', 'whereon', 'vayne', 'sweate', 'equipage', 'thilke', 'immortall', 'lofty', 'bigger', 'loftie', 'mens', 'shepheard', 'peeced', 'pierlesse', 'race', 'thy', 'selfe', 'tenor', 'twine', 'us', 'giusts', 'thys', 'play', 'advice', 'humble', 'tho', 'age', 'claye', 'would', 'first', 'piersah', 'flight', 'pipes', 'poet', 'leave', 'safely', 'turne', 'throwe', 'apace', 'wing', 'loathsome', 'earst', 'may', 'must', 'emblemeagitante', 'assayde', 'streames', 'slender', 'spent', 'seemeth', 'wasten', 'rolle', 'price', 'mote', 'leade', 'dwell', 'takes', 'content', 'delight', 'gates', 'aspire', 'peacoks', 'rest', 'elisa', 'fetch', 'warres', 'high', 'shame', 'swanne', 'bydding', 'poore', 'bush', 'hold', 'calescimus', 'illo', 'ring', 'make', 'two', 'payne', 'oaten', 'mine', 'ditties', 'lowly', 'lyft', 'place', 'ridles', 'ere', 'ne', 'fast', 'derring', 'stately', 'thine', 'sheddeth', 'bowre', 'nombers', 'arise', 'pierso', 'howe', 'eft', 'vaine', 'one', 'rewards', 'augustus', 'woundlesse', 'whose', 'heavens', 'store', 'yvie', 'large', 'makes', 'brest', 'restrainethe', 'pleasaunce', 'lands', 'hound', 'shade', 'doth', 'verse', 'bedight', 'spotted', 'reede', 'melodie', 'winter', 'weary', 'flye', 'mecoenas', 'poesye', 'colin', 'routes', 'somewhat', 'dreade', 'wise', 'mynd', 'expell', 'weaves', 'stake', 'begins', 'display', 'ease', 'gan', 'let', 'shall', 'balefull', 'glory', 'lavish', 'distaind', 'lyftes', 'forst', 'pricke', 'notes', 'piersand', 'dust', 'shee', 'erst', 'awful', 'prayse', 'cooles', 'art', 'prise', 'withouten', 'wars', 'whilome', 'fluttryng', 'temples', 'lordly', 'much', 'thondring', 'braine', 'plight', 'list', 'phoebus', 'bright', 'soote', 'found', 'stage', 'wore', 'bene', 'kenst', 'name', 'doe', 'got', 'cuddies', 'care', 'laddes', 'tydes', 'could', 'weightye', 'teach', 'sence', 'caytive', 'heavye', 'wanne', 'white', 'greater', 'liggen', 'smoke', 'cuddypiers', 'shepheards', 'rent', 'climbe', 'teache', 'stroke', 'queint', 'flowe', 'babes', 'rules', 'bitts', 'percie', 'preace', 'han', 'wither', 'base', 'ryme', 'threate', 'skie', 'cease', 'aspyring', 'wondren', 'lingring', 'flocking', 'made', 'brought', 'rybaudrye', 'cleave', 'warme', 'trayned', 'drede', 'frame', 'damefrom', 'hem', 'rage', 'sonnebright', 'grashopper', 'rownde', 'hand', 'cuddieah', 'starry', 'soule', 'sette', 'thriftie', 'piper', 'cuddieso', 'vaunted', 'timely', 'pleasure', 'buddes', 'hellish', 'taught', 'stretch', 'good', 'troupe', 'quake', 'casts', 'fuller', 'otherwise', 'graine', 'worthy', 'winges', 'loveth', 'east', 'straine', 'little', 'ligge', 'honor', 'gayne', 'might', 'bring', 'fittes', 'baser', 'lust', 'yield', 'stocke', 'compasse', 'armour', 'mought', 'wexen', 'pierscuddie', 'eke', 'wynd', 'ryse', 'cuddiecuddie', 'fon', 'romish', 'stronger', 'dapper', 'fancie', 'loved', 'entice', 'ill', 'aye', 'girt', 'wine', 'put', 'myllers', 'muse', 'yet', 'stounds', 'princes', 'unbruzed', 'spared', 'fruite', 'devise', 'cuddyeindeed', 'beare', 'unwisely', 'doubted', 'mirrhor', 'vaunting', 'powre', 'sore', 'bellies', 'sitt', 'farme', 'skye', 'tityrus', 'tread', 'long', 'mayst', 'words', 'ah', 'fry', 'matter', 'pease', 'layd', 'traine', 'mount', 'fine', 'shamefull', 'carrol', 'wild', 'admire', 'thereof', 'thou', 'dost', 'charme', 'cups', 'frend', 'mars', 'sleepe', 'sike', 'sclender', 'vertue', 'bedde', 'oten', 'scanne', 'whereto', 'whither', 'laboured', 'worth', 'rurall', 'great', 'tame', 'lustihed', 'embrace', 'girlonds', 'myre', 'fell', 'bellona', 'rymes', 'blazing', 'meate', 'stands', 'west', 'weake', 'left', 'deadly', 'follies', 'reare', 'wittes', 'learned', 'spring', 'flocks', 'stubborne', 'lawlesse', 'camst', 'helmes', 'thinks', 'bloody', 'hie', 'sprong', 'famous', 'ones', 'state', 'webbes', 'best', 'forth', 'please', 'whence', 'pallace', 'lesse', 'birth', 'pierce', 'nought', 'lowde', 'bacchus', 'beate', 'hath', 'viler', 'worthies', 'bereave', 'youthes', 'musicks', 'cuddieall', 'loath', 'cause', 'pyneons', 'sing', 'wont', 'crabbed', 'flowing', 'agayne', 'weld', 'manhode', 'muses', 'heaven', 'shoote', 'cast', 'head', 'wit', 'fitt', 'reedes', 'advaunce', 'bett', 'feedes', 'love', 'poesie', 'fayre', 'rusts', 'pend', 'vacant', 'eare', 'feede', 'argus', 'ygoe', 'troublous', 'browne', 'cuddie']"
63,"['fathom', 'suffer', 'made', 'lies', 'thy', 'strange', 'hear', 'doth', 'ding', 'five', 'eyes', 'knell', 'hark', 'nothing', 'nymphs', 'sea', 'bell', 'full', 'changeinto', 'dong', 'fade', 'coral', 'pearls', 'hourly', 'father', 'bones', 'rich', 'something', 'ring']"
64,"['gins', 'pretty', 'golden', 'lies', 'lady', 'mary', 'every', 'flowers', 'sings', 'begin', 'eyes', 'hark', 'water', 'sweet', 'buds', 'winking', 'gate', 'arise', 'thing', 'chaliced', 'heavens', 'phoebus', 'ope', 'springs', 'steeds', 'lark']"
65,"['10', 'iv', 'notes', '35', '19', 'macbeth', '38']"
66,"['heads', 'made', 'lute', 'hung', 'every', 'die', 'lay', 'tops', 'bow', 'flowers', 'sprung', 'even', 'care', 'freeze', 'lasting', 'asleep', 'grief', 'heard', 'trees', 'killing', 'sea', 'art', 'sweet', 'sun', 'play', 'showers', 'thing', 'heart', 'orpheus', 'ever', 'spring', 'music', 'billows', 'fall', 'hearing', 'sing', 'plants', 'mountain']"
67,"['merry', 'rough', 'live', 'greenwood', 'loves', 'enemybut', 'doth', 'noteunto', 'birds', 'ambition', 'sweet', 'seeking', 'sun', 'winter', 'hither', 'lie', 'seeno', 'pleased', 'shunand', 'gets', 'throat', 'come', 'turn', 'treewho', 'food', 'eats', 'shall', 'weather']"
68,"['heavenly', 'disgrace', 'morning', 'anon', 'golden', 'early', 'gilding', 'staineth', 'splendour', 'suns', 'mine', 'region', 'ugly', 'tops', 'green', 'streams', 'forlorn', 'even', 'shinewith', 'alchemy', 'may', 'celestial', 'kissing', 'sovereign', 'hour', 'basest', 'unseen', 'permit', 'sun', 'face', 'cloud', 'love', 'full', 'clouds', 'ridewith', 'morn', 'meadows', 'glorious', 'brow', 'hath', 'maskd', 'pale', 'world', 'west', 'alack', 'eye', 'whit', 'one', 'hide', 'triumphant', 'yet', 'rack', 'stain', 'heavens', 'many', 'seenflatter', 'stealing', 'faceand', 'mountain', 'disdaineth', 'visage']"
69,"['sunset', 'makes', 'take', 'choirs', 'hangupon', 'deaths', 'cold', 'thy', 'late', 'doth', 'seals', 'bed', 'birds', 'black', 'self', 'yellow', 'must', 'dayas', 'away', 'none', 'youth', 'boughs', 'mayst', 'ashes', 'nourishd', 'perceivst', 'sweet', 'night', 'ere', 'long', 'sang', 'time', 'death', 'seest', 'love', 'lie', 'bare', 'beholdwhen', 'fadeth', 'leaves', 'glowing', 'firethat', 'consumd', 'west', 'whereon', 'rest', 'expire', 'leave', 'second', 'thou', 'twilight', 'strong', 'ruind', 'shake', 'year', 'well']"
70,"['bareness', 'tis', 'wombs', 'seen', 'increase', 'prime', 'abundant', 'fruit', 'everywhere', 'autumn', 'seemd', 'wanton', 'birds', 'summer', 'days', 'dark', 'bearing', 'away', 'near', 'burthen', 'issue', 'cheerthat', 'thee', 'pleasures', 'mute', 'removd', 'look', 'time', 'dreading', 'winter', 'unfatherd', 'hath', 'lords', 'leaves', 'widowd', 'rich', 'pale', 'decease', 'like', 'hope', 'winters', 'old', 'beenfrom', 'mebut', 'freezings', 'felt', 'yet', 'orphans', 'fleeting', 'thou', 'decembers', 'big', 'wait', 'dull', 'sing', 'year', 'teeming', 'pleasure', 'absence', 'summers']"
71,"['suffer', 'large', 'buy', 'walls', 'gay', 'inheritors', 'mansion', 'excess', 'short', 'thy', 'divine', 'costly', 'dead', 'poor', 'upon', 'selling', 'feed', 'spend', 'soul', 'outward', 'feeds', 'within', 'eat', 'without', 'shalt', 'servants', 'thee', 'charge', 'hours', 'men', 'powers', 'death', 'end', 'earth', 'lease', 'array', 'rich', 'fading', 'fed', 'lossand', 'centre', 'sinful', 'rebel', 'bodys', 'dearth', 'thou', 'aggravate', 'cost', 'pine', 'dying', 'terms', 'dost', 'worms', 'dross', 'painting', 'let', 'store', 'shall', 'theres', 'live']"
72,"['disgrace', 'promise', 'tis', 'lends', 'wound', 'thy', 'give', 'forth', 'well', 'cloak', 'man', 'grief', 'enough', 'dry', 'pearl', 'bravery', 'without', 'rotten', 'deeds', 'ah', 'cloud', 'face', 'ill', 'travel', 'love', 'physic', 'offences', 'ransom', 'clouds', 'offenders', 'hiding', 'beauteous', 'heals', 'sheds', 'break', 'rain', 'repent', 'day', 'base', 'sorrow', 'oertake', 'beaten', 'way', 'though', 'speakthat', 'weak', 'tears', 'reliefto', 'yet', 'thou', 'shame', 'strong', 'bears', 'cross', 'didst', 'smoke', 'loss', 'still', 'let', 'salve', 'rich', 'storm', 'cures', 'make']"
73,"['take', 'favourlose', 'short', 'thy', 'seen', 'forgoing', 'impeachd', 'informer', 'poor', 'bases', 'outward', 'mutual', 'soul', 'spent', 'great', 'true', 'form', 'simple', 'art', 'sweet', 'thee', 'seconds', 'least', 'savour', 'thrivers', 'laid', 'pitiful', 'obsequious', 'proves', 'dwellers', 'heart', 'gazing', 'oblation', 'free', 'render', 'hence', 'stands', 'honouring', 'eternity', 'bore', 'mixd', 'ruining', 'much', 'compound', 'weret', 'extern', 'thou', 'aught', 'subornd', 'knows', 'paying', 'canopy', 'waste', 'control', 'let', 'rent']"
74,"['two', 'single', 'layon', 'phoenix', 'concordant', 'mine', 'nameneither', 'dead', 'natures', 'breastto', 'true', 'infirmity', 'prayer', 'end', 'sight', 'asunder', 'save', 'thus', 'essence', 'obey', 'divining', 'augur', 'swan', 'breath', 'whereupon', 'one', 'wings', 'leaving', 'thou', 'troop', 'gender', 'mongst', 'go', 'whose', 'shrieking', 'hearts', 'brag', 'married', 'made', 'lovd', 'double', 'compounded', 'urn', 'doth', 'truth', 'saw', 'cannot', 'mutual', 'near', 'fair', 'cinders', 'sable', 'simple', 'seentwixt', 'crow', 'lie', 'makstwith', 'supremes', 'hence', 'cried', 'commence', 'sole', 'interdictevery', 'parts', 'eternity', 'turtles', 'arabian', 'stars', 'come', 'repairthat', 'trumpet', 'right', 'takst', 'dated', 'let', 'buried', 'queen', 'shinethat', 'precurrer', 'fowl', 'tis', 'scene', 'keep', 'tragic', 'thy', 'wonder', 'threnosbeauty', 'remote', 'sound', 'none', 'foul', 'shalt', 'number', 'requiem', 'chastity', 'death', 'posterity', 'rightflaming', 'anthem', 'seem', 'bird', 'treble', 'slain', 'lest', 'king', 'turtle', 'chaste', 'enclosd', 'distance', 'mourners', 'grow', 'wing', 'fevers', 'eagle', 'harbinger', 'space', 'nest', 'rarity', 'called', 'remain', 'either', 'simplicity', 'grace', 'others', 'treeherald', 'tyrant', 'beauty', 'neither', 'birds', 'may', 'lack', 'self', 'constancy', 'session', 'obsequy', 'property', 'sad', 'dove', 'twainseemeth', 'co', 'givst', 'fiend', 'chorus', 'division', 'priest', 'love', 'loudest', 'defunctive', 'confounded', 'strict', 'threneto', 'loyal', 'rest', 'featherd', 'white', 'together', 'appalledthat', 'surplice', 'music', 'yet', 'reason', 'fledin', 'flame', 'twainhad', 'distincts', 'twas', 'well', 'sigh']"
